source_url,direct_status,status,final_url,canonical,indexability,x_robots_tag,meta_robots,title,h1,description,word_count,internal_link_count,backlinks_within_old_sitemap,main_domain_equivalent,match_type,service_municipality_offering_evidence,gsc_clicks,gsc_impressions,recommended_disposition,proposed_destination,confirmed_executable_redirect,decision_rationale,error
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/innisfil/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/innisfil/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/innisfil/,INDEXABLE,,,Paver Patio Installation in Innisfil | Golden Maple Landscaping,Paver Patio Installation in Innisfil,"Paver Patio Installation for Innisfil homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",684,8,24,https://goldenmaplelandscaping.ca/locations/innisfil/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['innisfil', 'installation', 'patio', 'paver'], candidate=['innisfil', 'locations']. Old on-page claim: title='Paver Patio Installation in Innisfil | Golden Maple Landscaping'; H1='Paver Patio Installation in Innisfil'. Candidate on-page evidence: title='Landscaping & Hardscape Contractor Innisfil | Golden Maple Landscaping'; H1='Premium Landscaping & Hardscape | Contractor in Innisfil, Ontario.'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/locations/innisfil/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/bradford/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/bradford/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/bradford/,INDEXABLE,,,Paver Patio Installation in Bradford | Golden Maple Landscaping,Paver Patio Installation in Bradford,"Paver Patio Installation for Bradford homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",642,8,24,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['bradford', 'installation', 'patio', 'paver'], candidate=['best', 'install', 'ontario', 'patio', 'resources', 'time']. Old on-page claim: title='Paver Patio Installation in Bradford | Golden Maple Landscaping'; H1='Paver Patio Installation in Bradford'. Candidate on-page evidence: title='Best Time to Install a Paver Patio in Ontario | When to Book | 2026 | Golden Maple Landscaping'; H1='Best Time to Install a Paver Patio in Ontario (2026 Guide)'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/newmarket/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/newmarket/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/newmarket/,INDEXABLE,,,Paver Patio Installation in Newmarket | Golden Maple Landscaping,Paver Patio Installation in Newmarket,"Paver Patio Installation for Newmarket homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",635,8,13,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['installation', 'newmarket', 'patio', 'paver'], candidate=['best', 'install', 'ontario', 'patio', 'resources', 'time']. Old on-page claim: title='Paver Patio Installation in Newmarket | Golden Maple Landscaping'; H1='Paver Patio Installation in Newmarket'. Candidate on-page evidence: title='Best Time to Install a Paver Patio in Ontario | When to Book | 2026 | Golden Maple Landscaping'; H1='Best Time to Install a Paver Patio in Ontario (2026 Guide)'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/aurora/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/aurora/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/aurora/,INDEXABLE,,,Paver Patio Installation in Aurora | Golden Maple Landscaping,Paver Patio Installation in Aurora,"Paver Patio Installation for Aurora homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",663,8,10,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['aurora', 'installation', 'patio', 'paver'], candidate=['best', 'install', 'ontario', 'patio', 'resources', 'time']. Old on-page claim: title='Paver Patio Installation in Aurora | Golden Maple Landscaping'; H1='Paver Patio Installation in Aurora'. Candidate on-page evidence: title='Best Time to Install a Paver Patio in Ontario | When to Book | 2026 | Golden Maple Landscaping'; H1='Best Time to Install a Paver Patio in Ontario (2026 Guide)'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/richmond-hill/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/richmond-hill/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/richmond-hill/,INDEXABLE,,,Paver Patio Installation in Richmond Hill | Golden Maple Landscaping,Paver Patio Installation in Richmond Hill,"Paver Patio Installation for Richmond Hill homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",628,8,10,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['hill', 'installation', 'patio', 'paver', 'richmond'], candidate=['best', 'install', 'ontario', 'patio', 'resources', 'time']. Old on-page claim: title='Paver Patio Installation in Richmond Hill | Golden Maple Landscaping'; H1='Paver Patio Installation in Richmond Hill'. Candidate on-page evidence: title='Best Time to Install a Paver Patio in Ontario | When to Book | 2026 | Golden Maple Landscaping'; H1='Best Time to Install a Paver Patio in Ontario (2026 Guide)'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/vaughan/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/vaughan/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/vaughan/,INDEXABLE,,,Paver Patio Installation in Vaughan | Golden Maple Landscaping,Paver Patio Installation in Vaughan,"Paver Patio Installation for Vaughan homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",585,8,10,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['installation', 'patio', 'paver', 'vaughan'], candidate=['best', 'install', 'ontario', 'patio', 'resources', 'time']. Old on-page claim: title='Paver Patio Installation in Vaughan | Golden Maple Landscaping'; H1='Paver Patio Installation in Vaughan'. Candidate on-page evidence: title='Best Time to Install a Paver Patio in Ontario | When to Book | 2026 | Golden Maple Landscaping'; H1='Best Time to Install a Paver Patio in Ontario (2026 Guide)'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/king-city/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/king-city/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/king-city/,INDEXABLE,,,Paver Patio Installation in King City | Golden Maple Landscaping,Paver Patio Installation in King City,"Paver Patio Installation for King City homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",606,8,10,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['city', 'installation', 'king', 'patio', 'paver'], candidate=['best', 'install', 'ontario', 'patio', 'resources', 'time']. Old on-page claim: title='Paver Patio Installation in King City | Golden Maple Landscaping'; H1='Paver Patio Installation in King City'. Candidate on-page evidence: title='Best Time to Install a Paver Patio in Ontario | When to Book | 2026 | Golden Maple Landscaping'; H1='Best Time to Install a Paver Patio in Ontario (2026 Guide)'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/orillia/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/orillia/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/orillia/,INDEXABLE,,,Paver Patio Installation in Orillia | Golden Maple Landscaping,Paver Patio Installation in Orillia,"Paver Patio Installation for Orillia homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",629,8,10,https://goldenmaplelandscaping.ca/locations/orillia/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['installation', 'orillia', 'patio', 'paver'], candidate=['locations', 'orillia']. Old on-page claim: title='Paver Patio Installation in Orillia | Golden Maple Landscaping'; H1='Paver Patio Installation in Orillia'. Candidate on-page evidence: title='Premium Landscaping in Orillia, Ontario | Golden Maple Landscaping'; H1='Premium landscaping | in | Orillia | .'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/locations/orillia/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/midland/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/midland/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/midland/,INDEXABLE,,,Paver Patio Installation in Midland | Golden Maple Landscaping,Paver Patio Installation in Midland,"Paver Patio Installation for Midland homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",651,8,10,https://goldenmaplelandscaping.ca/locations/midland/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['installation', 'midland', 'patio', 'paver'], candidate=['locations', 'midland']. Old on-page claim: title='Paver Patio Installation in Midland | Golden Maple Landscaping'; H1='Paver Patio Installation in Midland'. Candidate on-page evidence: title='Premium Landscaping in Midland, Ontario | Golden Maple Landscaping'; H1='Premium landscaping | in | Midland | .'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/locations/midland/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/wasaga-beach/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/wasaga-beach/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/wasaga-beach/,INDEXABLE,,,Paver Patio Installation in Wasaga Beach | Golden Maple Landscaping,Paver Patio Installation in Wasaga Beach,"Paver Patio Installation for Wasaga Beach homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",593,8,10,https://goldenmaplelandscaping.ca/locations/wasaga-beach/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['beach', 'installation', 'patio', 'paver', 'wasaga'], candidate=['beach', 'locations', 'wasaga']. Old on-page claim: title='Paver Patio Installation in Wasaga Beach | Golden Maple Landscaping'; H1='Paver Patio Installation in Wasaga Beach'. Candidate on-page evidence: title='Premium Landscaping in Wasaga Beach, Ontario | Golden Maple Landscaping'; H1='Premium landscaping | in | Wasaga Beach | .'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/locations/wasaga-beach/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
